time,lat,lon,pitch,roll,yaw,pitch_rate,roll_rate,yaw_rate,pitch_gain,roll_gain,yaw_gain,pitch_setpoint,roll_setpoint,yaw_setpoint,throttle_setpoint,editing_gain
5940,0.0,0.0,2.1125283241271973,1.3426806926727295,-3.0508735179901123,0.15267322957515717,-0.04425610229372978,0.011138221248984337,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
6160,0.0,0.0,3.833897590637207,0.6633432507514954,-2.8071978092193604,0.07820896804332733,-0.010261956602334976,-0.0011623278260231018,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
6380,0.0,0.0,4.0338640213012695,0.4640873968601227,-2.4555459022521973,0.05986269190907478,-0.011897016316652298,0.029421137645840645,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
6600,0.0,0.0,3.948648452758789,0.3223395347595215,-2.1753532886505127,-0.011668343096971512,0.0009221164509654045,0.0020123180001974106,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
6820,0.0,0.0,2.460710048675537,0.820337176322937,-1.7869757413864136,-0.22837388515472412,-0.0011541564017534256,0.038651175796985626,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
7040,0.0,0.0,3.017641305923462,0.48133790493011475,-1.5958452224731445,0.1996840536594391,-0.07633902132511139,-0.01003933697938919,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
7260,0.0,0.0,4.384147644042969,0.046362001448869705,-1.3588528633117676,-0.053752146661281586,0.003454151563346386,-0.0016446737572550774,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
7480,0.0,0.0,1.4431724548339844,0.8200408220291138,-1.0952186584472656,-0.14649800956249237,0.03454554080963135,-0.019270507618784904,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
7700,0.0,0.0,2.164620876312256,0.5982118844985962,-0.7773038744926453,0.00019327178597450256,-0.03953438624739647,0.014196045696735382,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
7920,0.0,0.0,1.3725190162658691,0.8250220417976379,-0.569015622138977,0.038493018597364426,0.004615705460309982,-0.003717733547091484,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
8140,0.0,0.0,0.6088572144508362,0.9153294563293457,-0.30870094895362854,0.1165722981095314,-0.009741442278027534,0.006346897222101688,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
8360,0.0,0.0,2.533463716506958,0.3684689402580261,-0.008485093712806702,0.14010414481163025,-0.00731717050075531,0.035949014127254486,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
8580,0.0,0.0,2.52828311920166,0.40792328119277954,0.18570736050605774,-0.021666646003723145,0.0034762276336550713,0.026235004886984825,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
8800,0.0,0.0,2.9313530921936035,0.2114231288433075,0.42902258038520813,0.06166785955429077,0.00020891334861516953,0.00936540775001049,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
9020,0.0,0.0,2.9046075344085693,0.1414693146944046,0.7178587913513184,-0.06395977735519409,0.00343288853764534,0.03270171210169792,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
9240,0.0,0.0,-0.42012909054756165,0.536232054233551,1.2880338430404663,-0.4145442843437195,-0.09204138815402985,0.037355802953243256,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
9460,0.0,0.0,-1.2519402503967285,-1.5980863571166992,1.6833523511886597,-0.05779852718114853,-0.22663822770118713,0.0263054296374321,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
9680,0.0,0.0,-2.147888660430908,-5.924229145050049,0.3242364227771759,-0.06346000730991364,-0.3007694482803345,-0.14590322971343994,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
9900,0.0,0.0,-2.5809545516967773,-7.928531646728516,-0.5606690645217896,-0.024446435272693634,-0.03807736560702324,0.033714815974235535,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
10120,0.0,0.0,-2.5119433403015137,-6.802906036376953,-0.02861887961626053,0.0005672983825206757,0.12016849219799042,0.04851763695478439,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
10340,0.0,0.0,-2.5402753353118896,-6.102141380310059,0.24610421061515808,-0.00011463835835456848,0.005145329982042313,0.0077077653259038925,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
10560,0.0,0.0,-2.5454609394073486,-6.397317409515381,0.17666544020175934,0.0006311610341072083,-0.015435345470905304,-0.004072311334311962,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
10780,0.0,0.0,-2.5036299228668213,-5.808162212371826,0.4085313677787781,-9.615719318389893e-05,0.05823378264904022,0.04422297328710556,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
11000,0.0,0.0,-2.434065580368042,-5.417486667633057,0.813646674156189,0.002959415316581726,-0.039757613092660904,0.007359826005995274,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
11220,0.0,0.0,-2.4605674743652344,-6.262964725494385,0.5709683895111084,-0.006674144417047501,-0.050365645438432693,-0.012561109848320484,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
11440,0.0,0.0,-2.7717621326446533,-6.813680171966553,0.6042956709861755,-0.014691773802042007,-0.020196061581373215,0.015724757686257362,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
11660,0.0,0.0,-2.8682260513305664,-7.05681037902832,0.5448634624481201,-0.007448691874742508,-0.019233543425798416,0.0089245131239295,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
11880,0.0,0.0,-2.877311944961548,-7.235950469970703,0.474145770072937,-0.003347184509038925,-0.008188732899725437,0.008215486072003841,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
12100,0.0,0.0,-2.8621137142181396,-7.193272590637207,0.49034425616264343,0.00468948669731617,0.002533169463276863,0.00836078729480505,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
12320,0.0,0.0,-2.8550171852111816,-7.085285663604736,0.4841051399707794,-0.0009776055812835693,0.008949684910476208,0.009336085990071297,0.0,0.0,0.0,-706,-706,-706,-104,b'\x00'
12540,0.0,0.0,-2.8316550254821777,-6.868494033813477,0.5344948768615723,0.002673998475074768,0.014804386533796787,0.019522245973348618,0.0,0.0,0.0,36,54,-18,0,b'\x00'
12760,0.0,0.0,-2.83589768409729,-6.861025333404541,0.5552011132240295,0.005507739260792732,-0.002750387880951166,0.001290682703256607,0.0,0.0,0.0,36,55,-17,0,b'\x00'
12980,0.0,0.0,-2.8595941066741943,-6.942181587219238,0.5288390517234802,0.0008119754493236542,-0.0077052488923072815,0.0027070259675383568,0.0,0.0,0.0,37,54,-17,0,b'\x00'
13200,0.0,0.0,-2.886000633239746,-6.9372687339782715,0.5474332571029663,-0.0023442059755325317,0.0017320727929472923,0.0069891903549432755,0.0,0.0,0.0,37,-43,-17,0,b'\x00'
13420,0.0,0.0,-2.908820867538452,-6.900136947631836,0.5367317199707031,0.00277150422334671,0.011443722061812878,0.0072701298631727695,0.0,0.0,0.0,37,13,-17,0,b'\x00'
13640,0.0,0.0,-2.923746109008789,-6.779682636260986,0.6114363670349121,0.0009353756904602051,0.0007284283638000488,0.012297366745769978,0.0,0.0,0.0,37,54,-17,0,b'\x00'
13860,0.0,0.0,-2.951241970062256,-6.772157192230225,0.611844003200531,0.0020580142736434937,0.003929855301976204,0.004427643958479166,0.0,0.0,0.0,37,54,-19,0,b'\x00'
14080,0.0,0.0,-2.9466283321380615,-6.681027412414551,0.6782748699188232,0.0022787712514400482,0.007044490426778793,0.009683449752628803,0.0,0.0,0.0,36,54,-19,0,b'\x00'
14300,0.0,0.0,-2.954693078994751,-6.71985387802124,0.6930124163627625,-0.001314353197813034,-0.00896993838250637,0.003332837950438261,0.0,0.0,0.0,37,54,-18,0,b'\x00'
14520,0.0,0.0,-2.973569393157959,-6.795504570007324,0.6628537774085999,0.002324521541595459,0.0060829902067780495,0.006739173084497452,0.0,0.0,0.0,37,54,-18,0,b'\x00'
14740,0.0,0.0,-2.961869716644287,-6.643404006958008,0.7130846977233887,0.005015784874558449,0.01581888273358345,0.01010507345199585,0.0,0.0,0.0,42,24,-18,0,b'\x00'
14960,0.0,0.0,-2.9598002433776855,-6.612997531890869,0.732101321220398,-0.00028160959482192993,-0.0064502013847231865,0.0069069890305399895,0.0,0.0,0.0,55,-78,-18,0,b'\x00'
15180,0.0,0.0,-2.9856820106506348,-6.643608570098877,0.7248736023902893,0.0009272024035453796,0.006849957630038261,0.00558827817440033,0.0,0.0,0.0,58,-78,-18,0,b'\x00'
15400,0.0,0.0,-2.988708972930908,-6.527512073516846,0.778523325920105,-0.0011784397065639496,0.009768081828951836,0.01073651947081089,0.0,0.0,0.0,46,106,-18,0,b'\x00'
15620,0.0,0.0,-2.99604868888855,-6.542477607727051,0.7930315732955933,-0.004354257136583328,-0.00911302212625742,0.004827153868973255,0.0,0.0,0.0,40,175,-18,0,b'\x00'
15840,0.0,0.0,-3.005288600921631,-6.64445161819458,0.7644878029823303,-0.004930656403303146,-0.0025817961432039738,0.008858826011419296,0.0,0.0,0.0,36,11,-19,0,b'\x00'
16060,0.0,0.0,-3.0084307193756104,-6.681571006774902,0.7475250363349915,0.00016917288303375244,0.0011039292439818382,0.007147134747356176,0.0,0.0,0.0,-95,22,-18,0,b'\x00'
16280,0.0,0.0,-3.0145316123962402,-6.6663818359375,0.7534113526344299,-0.0009388439357280731,-0.00035209115594625473,0.006343500688672066,0.0,0.0,0.0,-46,16,-18,0,b'\x00'
16500,0.0,0.0,-3.03144907951355,-6.686269283294678,0.7432186603546143,-0.004518646746873856,0.0032348744571208954,0.008293556049466133,0.0,0.0,0.0,37,54,-95,0,b'\x00'
16720,0.0,0.0,-3.0404722690582275,-6.64809513092041,0.7353607416152954,-5.104765295982361e-05,0.004313875921070576,0.006274176295846701,0.0,0.0,0.0,37,54,-205,0,b'\x00'
16940,0.0,0.0,-3.0411362648010254,-6.6696953773498535,0.7300165295600891,-0.0010362304747104645,-0.006506391800940037,0.005701853893697262,0.0,0.0,0.0,37,54,28,0,b'\x00'
17160,0.0,0.0,-3.0547232627868652,-6.729030609130859,0.6899070739746094,0.0015143975615501404,-0.0003084000200033188,0.004012533463537693,0.0,0.0,0.0,37,54,172,0,b'\x00'
17380,0.0,0.0,-3.0626745223999023,-6.690512657165527,0.6779313087463379,-0.0001298859715461731,6.548594683408737e-05,0.007351876702159643,0.0,0.0,0.0,36,54,-14,0,b'\x00'
17600,0.0,0.0,-2.9760096073150635,-6.460646629333496,0.7085055112838745,0.006548736244440079,-0.029349304735660553,0.0064531476236879826,0.0,0.0,0.0,37,55,-202,0,b'\x00'
17820,0.0,0.0,-3.153330087661743,-6.779027938842773,0.6892659068107605,-0.030932217836380005,-0.060391515493392944,-0.002669086679816246,0.0,0.0,0.0,37,55,-70,0,b'\x00'
18040,0.0,0.0,-3.6339941024780273,-6.668481826782227,0.46261367201805115,0.002690844237804413,-0.09824491292238235,-0.0203058123588562,0.0,0.0,0.0,36,54,167,0,b'\x00'
18260,0.0,0.0,-3.6428635120391846,-6.6284098625183105,0.518862247467041,-0.008793685585260391,-0.043152667582035065,-0.01742699183523655,0.0,0.0,0.0,37,54,133,0,b'\x00'
18480,0.0,0.0,-3.6403965950012207,-6.548851490020752,0.4209445118904114,0.002398379147052765,0.030804485082626343,0.01516005303710699,0.0,0.0,0.0,37,54,-17,0,b'\x00'
18700,0.0,0.0,-3.5271317958831787,-5.886706829071045,0.6357839703559875,0.014638993889093399,0.06711798161268234,0.02728896774351597,0.0,0.0,0.0,51,-23,-17,0,b'\x00'
18920,0.0,0.0,-3.4744973182678223,-5.58510160446167,0.8371694087982178,-0.00039155781269073486,-0.014715591445565224,0.004204198718070984,0.0,0.0,0.0,37,35,-18,0,b'\x00'
19140,0.0,0.0,-3.5412020683288574,-6.015693664550781,0.7576329708099365,-0.003126099705696106,-0.017553076148033142,-0.0019051670096814632,0.0,0.0,0.0,39,51,-17,0,b'\x00'
19360,0.0,0.0,-3.515404224395752,-5.88053560256958,0.812343418598175,0.0021633096039295197,0.026481008157134056,0.01208973117172718,0.0,0.0,0.0,38,54,-17,0,b'\x00'
19580,0.0,0.0,-3.50058913230896,-5.766623020172119,0.8999553322792053,-0.0011241547763347626,-0.00992633868008852,-0.0017260704189538956,0.0,0.0,0.0,38,54,-17,0,b'\x00'
19800,0.0,0.0,-3.524641990661621,-5.943840503692627,0.869745135307312,-0.0013994872570037842,-0.0042294398881495,0.005228951573371887,0.0,0.0,0.0,37,55,-17,12,b'\x00'
20020,0.0,0.0,-3.488774061203003,-5.712356090545654,0.9529309272766113,0.0030978620052337646,0.027898579835891724,0.015427868813276291,0.0,0.0,0.0,37,55,-15,40,b'\x00'
20240,0.0,0.0,-3.465226650238037,-5.7526021003723145,0.9858537316322327,7.550790905952454e-05,-0.02929707244038582,0.04027709364891052,0.0,0.0,0.0,37,55,-16,52,b'\x00'
20460,0.0,0.0,-3.4373209476470947,-6.038844585418701,0.9092550873756409,-7.449835538864136e-05,-0.02569563314318657,-0.023878946900367737,0.0,0.0,0.0,37,55,-17,61,b'\x00'
20680,0.0,0.0,-3.407123565673828,-6.3313469886779785,0.8047565817832947,-0.015839308500289917,0.04492994770407677,0.0009804489091038704,0.0,0.0,0.0,38,55,-6,14,b'\x00'
20900,0.0,0.0,-3.332350015640259,-5.74290657043457,1.018262267112732,0.0716930702328682,0.06942705065011978,-0.0026926901191473007,0.0,0.0,0.0,37,54,-14,19,b'\x00'
21120,0.0,0.0,-3.30316424369812,-5.685037136077881,1.104132056236267,-0.010537896305322647,-0.04327477514743805,0.010537195019423962,0.0,0.0,0.0,38,54,-17,56,b'\x00'
21340,0.0,0.0,-3.255983829498291,-6.162252426147461,0.9434247016906738,-0.007747981697320938,-0.04117007926106453,-0.04113871604204178,0.0,0.0,0.0,37,55,-16,51,b'\x00'
21560,0.0,0.0,-3.21388578414917,-5.930142402648926,1.0610779523849487,0.028431937098503113,0.09429976344108582,0.0030965940095484257,0.0,0.0,0.0,38,54,-17,0,b'\x00'
21780,0.0,0.0,-3.131462574005127,-5.38427209854126,1.2327871322631836,0.048680711537599564,0.02101937308907509,0.014502381905913353,0.0,0.0,0.0,38,54,-17,0,b'\x00'
22000,0.0,0.0,-3.1568143367767334,-5.306375026702881,1.3023176193237305,-0.02192245051264763,0.0009588673710823059,0.0019616875797510147,0.0,0.0,0.0,37,54,-19,0,b'\x00'
22220,0.0,0.0,-3.1814956665039062,-5.276182174682617,1.3443236351013184,-0.0045873187482357025,0.02103760838508606,0.03214208409190178,0.0,0.0,0.0,37,54,-18,0,b'\x00'
