time,lat,lon,pitch,roll,yaw,pitch_rate,roll_rate,yaw_rate,pitch_gain,roll_gain,yaw_gain,pitch_setpoint,roll_setpoint,yaw_setpoint,throttle_setpoint,editing_gain
132000,0.0,0.0,-162.39451599121094,158.21737670898438,-61.718841552734375,-0.08126607537269592,0.3173406422138214,-0.06741053611040115,0.0,0.0,0.0,37,54,-17,0,b'\x00'
132220,0.0,0.0,-158.40902709960938,156.1455841064453,-62.237709045410156,0.04097750782966614,0.002068798989057541,-0.04162021726369858,0.0,0.0,0.0,37,54,-17,1,b'\x00'
132440,0.0,0.0,-162.24732971191406,159.95196533203125,-61.17140579223633,0.06308022141456604,0.09777042269706726,-0.14515778422355652,0.0,0.0,0.0,36,54,-18,0,b'\x00'
132660,0.0,0.0,-165.5275421142578,165.8692626953125,-57.696990966796875,-0.021254170686006546,0.3217369318008423,-0.13311688601970673,0.0,0.0,0.0,37,54,-17,1,b'\x00'
132880,0.0,0.0,-161.474853515625,166.5386199951172,-54.751136779785156,-0.2328047752380371,0.2830004394054413,-0.06815177947282791,0.0,0.0,0.0,37,53,-17,0,b'\x00'
133100,0.0,0.0,-157.81362915039062,164.3993377685547,-55.062625885009766,-0.18693247437477112,-0.028356676921248436,0.1483844667673111,0.0,0.0,0.0,36,53,-17,1,b'\x00'
133320,0.0,0.0,-153.12188720703125,158.95228576660156,-57.422943115234375,-0.1627199351787567,-0.20619083940982819,0.2848658263683319,0.0,0.0,0.0,37,53,-17,0,b'\x00'
133540,0.0,0.0,-151.6055908203125,155.35987854003906,-59.35008239746094,-0.03382417559623718,-0.16831040382385254,0.17714804410934448,0.0,0.0,0.0,37,53,-17,1,b'\x00'
133760,0.0,0.0,-148.0159912109375,150.28518676757812,-60.19011306762695,-0.10219039022922516,-0.07719510048627853,-0.004676576238125563,0.0,0.0,0.0,37,54,-17,0,b'\x00'
133980,0.0,0.0,-153.98654174804688,153.66481018066406,-58.969024658203125,0.2843286097049713,-0.1412438005208969,-0.33823198080062866,0.0,0.0,0.0,36,54,-17,0,b'\x00'
134200,0.0,0.0,-162.12387084960938,158.66212463378906,-55.658687591552734,0.11052342504262924,-0.09934347867965698,-0.39953598380088806,0.0,0.0,0.0,37,54,-17,1,b'\x00'
134420,0.0,0.0,-158.20278930664062,155.47177124023438,-51.2924919128418,-0.49506306648254395,0.12469726800918579,-0.2748106122016907,0.0,0.0,0.0,36,54,-18,0,b'\x00'
134640,0.0,0.0,-159.1670379638672,158.13226318359375,-45.59712600708008,0.3465840220451355,0.0650596022605896,-0.3800511956214905,0.0,0.0,0.0,36,54,-17,0,b'\x00'
134860,0.0,0.0,-173.1156768798828,170.09080505371094,-40.999755859375,0.9543834924697876,0.05978739634156227,-0.11091006547212601,0.0,0.0,0.0,36,54,-18,0,b'\x00'
135080,0.0,0.0,-173.00262451171875,169.98741149902344,-45.569244384765625,-0.4885961413383484,0.236240416765213,0.4295102655887604,0.0,0.0,0.0,37,54,-17,0,b'\x00'
135300,0.0,0.0,-156.2079620361328,154.58384704589844,-54.79194259643555,0.2105587124824524,-0.40702056884765625,0.6176357269287109,0.0,0.0,0.0,37,54,-17,1,b'\x00'
135520,0.0,0.0,-150.2586669921875,143.1579132080078,-65.01864624023438,0.03776467591524124,-0.3438509702682495,0.519195020198822,0.0,0.0,0.0,36,54,-17,0,b'\x00'
135740,0.0,0.0,-141.4000701904297,133.38792419433594,-67.60538482666016,-0.2675365209579468,0.06598071753978729,0.25509387254714966,0.0,0.0,0.0,37,54,-17,1,b'\x00'
135960,0.0,0.0,-138.3799285888672,132.35699462890625,-68.8214111328125,0.015321371145546436,0.20021691918373108,0.08768447488546371,0.0,0.0,0.0,37,54,-17,0,b'\x00'
136180,0.0,0.0,-131.84381103515625,130.7649688720703,-68.3145980834961,-0.00863124430179596,0.3272615373134613,0.08201304078102112,0.0,0.0,0.0,37,53,-17,1,b'\x00'
136400,0.0,0.0,-134.70834350585938,137.34390258789062,-70.14427947998047,0.011212825775146484,0.33130770921707153,0.0759805366396904,0.0,0.0,0.0,37,54,-17,0,b'\x00'
136620,0.0,0.0,-134.61253356933594,139.93544006347656,-70.3901138305664,-0.13613033294677734,0.13020992279052734,0.03932493180036545,0.0,0.0,0.0,37,54,-17,0,b'\x00'
136840,0.0,0.0,-129.73837280273438,135.6343231201172,-70.11702728271484,-0.08328841626644135,0.016875244677066803,0.1025131419301033,0.0,0.0,0.0,37,54,-17,0,b'\x00'
137060,0.0,0.0,-124.74161529541016,130.95947265625,-70.32719421386719,-0.16976451873779297,0.025088254362344742,0.09283949434757233,0.0,0.0,0.0,37,31,-18,0,b'\x00'
137280,0.0,0.0,-120.32763671875,128.8201904296875,-68.66793823242188,-0.05724469572305679,0.14833317697048187,0.0846184566617012,0.0,0.0,0.0,36,45,-17,0,b'\x00'
137500,0.0,0.0,-123.13357543945312,132.7291717529297,-69.99885559082031,0.10869540274143219,0.07136083394289017,0.001029737526550889,0.0,0.0,0.0,36,55,-18,0,b'\x00'
137720,0.0,0.0,-127.34382629394531,136.97409057617188,-69.84368133544922,-0.07153724133968353,0.028543420135974884,-0.08977000415325165,0.0,0.0,0.0,36,55,-17,0,b'\x00'
137940,0.0,0.0,-123.43253326416016,132.56153869628906,-67.18335723876953,-0.2513173818588257,-0.07827388495206833,-0.09349609911441803,0.0,0.0,0.0,37,54,-17,1,b'\x00'
138160,0.0,0.0,-125.89208221435547,132.6650848388672,-66.42924499511719,0.132965549826622,-0.16348977386951447,-0.0780973806977272,0.0,0.0,0.0,36,55,-17,0,b'\x00'
138380,0.0,0.0,-129.9275360107422,135.26528930664062,-67.08802032470703,0.09115608036518097,-0.07397040724754333,0.021584372967481613,0.0,0.0,0.0,37,55,-17,0,b'\x00'
138600,0.0,0.0,-131.00167846679688,136.00515747070312,-67.49237823486328,-0.08860191702842712,-0.02755596488714218,0.053883884102106094,0.0,0.0,0.0,36,55,-18,0,b'\x00'
138820,0.0,0.0,-130.43348693847656,135.93580627441406,-66.60474395751953,-0.04114982858300209,0.0417034849524498,-0.0002815534535329789,0.0,0.0,0.0,37,55,-17,1,b'\x00'
139040,0.0,0.0,-134.73712158203125,140.498291015625,-66.28470611572266,0.20299376547336578,0.028178447857499123,-0.0902806967496872,0.0,0.0,0.0,37,54,-17,1,b'\x00'
139260,0.0,0.0,-139.70985412597656,145.10324096679688,-65.9242172241211,0.03462190553545952,-0.08720238506793976,-0.05816234275698662,0.0,0.0,0.0,37,55,-17,0,b'\x00'
139480,0.0,0.0,-141.65679931640625,145.35943603515625,-66.20191192626953,0.13516905903816223,-0.05216784402728081,-0.06951098144054413,0.0,0.0,0.0,37,55,-17,1,b'\x00'
139700,0.0,0.0,-149.45420837402344,152.21302795410156,-65.82311248779297,0.21011966466903687,0.009097916074097157,-0.16098345816135406,0.0,0.0,0.0,37,55,-17,0,b'\x00'
139920,0.0,0.0,-152.9584197998047,156.0915069580078,-64.40933990478516,-0.02148742973804474,0.08915337175130844,-0.11839953064918518,0.0,0.0,0.0,37,54,-17,1,b'\x00'
140140,0.0,0.0,-155.1921844482422,157.9634246826172,-63.0291862487793,0.1279667466878891,-0.07668794691562653,-0.1843341737985611,0.0,0.0,0.0,37,38,-17,1,b'\x00'
140360,0.0,0.0,-156.5538330078125,158.00674438476562,-61.175933837890625,-0.10872620344161987,-0.051342181861400604,-0.20123183727264404,0.0,0.0,0.0,40,-18,-17,0,b'\x00'
140580,0.0,0.0,-157.23191833496094,158.24383544921875,-57.45949935913086,0.06158642843365669,-0.18206560611724854,-0.30794835090637207,0.0,0.0,0.0,56,-56,-18,0,b'\x00'
140800,0.0,0.0,-169.31295776367188,167.9204864501953,-50.84465789794922,0.7408327460289001,-0.012913824990391731,-0.48790621757507324,0.0,0.0,0.0,48,98,-17,1,b'\x00'
141020,0.0,0.0,175.3551788330078,177.7156982421875,-42.44650650024414,0.3218734860420227,0.00414193794131279,-0.2579187750816345,0.0,0.0,0.0,53,8,-18,0,b'\x00'
141240,0.0,0.0,-160.30062866210938,163.0253448486328,-45.43525314331055,-2.728234052658081,0.08518513292074203,0.8948802947998047,0.0,0.0,0.0,38,53,-17,1,b'\x00'
141460,0.0,0.0,-128.71031188964844,134.03843688964844,-52.700775146484375,0.3894437253475189,-0.443802148103714,1.0065357685089111,0.0,0.0,0.0,38,54,-17,0,b'\x00'
141680,0.0,0.0,-110.04033660888672,112.29339599609375,-63.93241500854492,0.4818766415119171,-0.1832587569952011,0.6879699230194092,0.0,0.0,0.0,37,54,-17,1,b'\x00'
141900,0.0,0.0,-93.86715698242188,94.46900177001953,-75.97008514404297,0.9690274596214294,-0.16573891043663025,0.3497436046600342,0.0,0.0,0.0,37,55,-17,0,b'\x00'
142120,0.0,0.0,-65.48241424560547,64.947998046875,-79.5321273803711,0.3494306206703186,-0.09141233563423157,0.31103894114494324,0.0,0.0,0.0,37,55,-17,1,b'\x00'
142340,0.0,0.0,-20.699575424194336,18.848085403442383,-84.75353240966797,0.20631074905395508,-0.13260996341705322,-0.02231737971305847,0.0,0.0,0.0,37,55,-17,0,b'\x00'
142560,0.0,0.0,0.6426185965538025,-4.402759075164795,-87.0300064086914,0.10750492662191391,-0.1717696487903595,-0.16482634842395782,0.0,0.0,0.0,37,54,-17,1,b'\x00'
142780,0.0,0.0,96.00883483886719,-100.83881378173828,-87.50785827636719,0.4202503263950348,-0.023200184106826782,-0.3485991954803467,0.0,0.0,0.0,38,55,-17,1,b'\x00'
143000,0.0,0.0,146.70303344726562,-149.02084350585938,-82.00841522216797,0.04687454178929329,0.14722715318202972,-0.33213743567466736,0.0,0.0,0.0,37,55,-17,1,b'\x00'
143220,0.0,0.0,140.64109802246094,-143.84178161621094,-77.27886199951172,0.19991636276245117,-0.1374262273311615,-0.3328498899936676,0.0,0.0,0.0,37,55,-18,0,b'\x00'
143440,0.0,0.0,161.46566772460938,-165.63568115234375,-74.30030059814453,-0.6496164798736572,-0.12109667807817459,-0.28628021478652954,0.0,0.0,0.0,37,55,-17,1,b'\x00'
143660,0.0,0.0,179.9597930908203,176.37416076660156,-68.09110260009766,-0.08880206197500229,-0.026544902473688126,-0.37808749079704285,0.0,0.0,0.0,38,54,-17,1,b'\x00'
143880,0.0,0.0,179.32931518554688,179.05091857910156,-62.07291793823242,-0.07159249484539032,0.19663548469543457,-0.2744557559490204,0.0,0.0,0.0,38,54,-17,1,b'\x00'
144100,0.0,0.0,-177.58953857421875,179.18150329589844,-57.7230224609375,-0.19363725185394287,0.2543814480304718,-0.2628609836101532,0.0,0.0,0.0,37,55,-17,1,b'\x00'
144320,0.0,0.0,-177.2433624267578,-179.80804443359375,-54.83283615112305,-0.006846863776445389,0.006238442845642567,-0.2809916138648987,0.0,0.0,0.0,38,54,-17,0,b'\x00'
144540,0.0,0.0,-175.201171875,177.7250213623047,-52.380863189697266,-0.1021469235420227,-0.10877695679664612,-0.13584516942501068,0.0,0.0,0.0,37,54,-18,0,b'\x00'
144760,0.0,0.0,-173.20578002929688,174.59210205078125,-51.8751106262207,-0.21183890104293823,-0.10419774055480957,0.032939646393060684,0.0,0.0,0.0,38,54,-17,1,b'\x00'
144980,0.0,0.0,-167.73460388183594,168.76918029785156,-51.663360595703125,-0.1537499874830246,-0.15375837683677673,0.04996452480554581,0.0,0.0,0.0,37,54,-18,0,b'\x00'
145200,0.0,0.0,-165.0833740234375,166.2816925048828,-51.35898208618164,-0.10361310839653015,-0.005993471015244722,0.02458065003156662,0.0,0.0,0.0,37,55,-17,0,b'\x00'
145420,0.0,0.0,-164.77293395996094,166.8794708251953,-50.08463668823242,0.01318206638097763,0.09408420324325562,-0.06641114503145218,0.0,0.0,0.0,37,55,-17,1,b'\x00'
145640,0.0,0.0,-166.80381774902344,170.90419006347656,-49.39332962036133,0.15826387703418732,0.21930894255638123,-0.11099613457918167,0.0,0.0,0.0,37,55,-17,1,b'\x00'
145860,0.0,0.0,-167.8134002685547,172.672607421875,-49.026432037353516,-0.07510863244533539,0.00794550497084856,-0.030092434957623482,0.0,0.0,0.0,37,55,-18,0,b'\x00'
146080,0.0,0.0,-168.88307189941406,173.4951629638672,-48.37508010864258,0.045360542833805084,-0.039972614496946335,-0.05495535582304001,0.0,0.0,0.0,37,55,-18,0,b'\x00'
146300,0.0,0.0,-169.26747131347656,171.94483947753906,-47.72797775268555,-0.047686658799648285,-0.19854825735092163,-0.10725361108779907,0.0,0.0,0.0,37,55,-17,0,b'\x00'
146520,0.0,0.0,-168.45074462890625,168.97190856933594,-45.02653503417969,-0.11381259560585022,-0.24039648473262787,-0.19638541340827942,0.0,0.0,0.0,38,55,-17,1,b'\x00'
146740,0.0,0.0,-176.4359588623047,174.72003173828125,-39.04060745239258,0.9047866463661194,-0.15023675560951233,-0.19988910853862762,0.0,0.0,0.0,37,55,-17,0,b'\x00'
146960,0.0,0.0,173.12979125976562,-179.22373962402344,-38.410221099853516,-0.07598593831062317,-0.16515833139419556,0.17398369312286377,0.0,0.0,0.0,37,55,-17,1,b'\x00'
147180,0.0,0.0,-167.57240295410156,167.72076416015625,-46.949275970458984,-0.18436603248119354,-0.11074203252792358,0.4470374584197998,0.0,0.0,0.0,38,54,-17,1,b'\x00'
147400,0.0,0.0,-165.84327697753906,164.31736755371094,-55.535797119140625,0.18021239340305328,-0.12102386355400085,0.37771326303482056,0.0,0.0,0.0,37,55,-18,0,b'\x00'
147620,0.0,0.0,-164.1605224609375,161.05430603027344,-61.014339447021484,-0.004067223519086838,-0.11959455162286758,0.2781153619289398,0.0,0.0,0.0,36,55,-17,1,b'\x00'
147840,0.0,0.0,-160.14163208007812,155.2184295654297,-64.22935485839844,-0.05930035933852196,-0.21162688732147217,0.1424136459827423,0.0,0.0,0.0,37,55,-18,0,b'\x00'
148060,0.0,0.0,-158.66964721679688,152.1497802734375,-65.66205596923828,0.11808124929666519,-0.07259027659893036,-0.017193278297781944,0.0,0.0,0.0,37,55,-17,0,b'\x00'
148280,0.0,0.0,-163.98802185058594,157.931640625,-65.37353515625,0.02175372838973999,0.12525473535060883,-0.07403142005205154,0.0,0.0,0.0,38,55,-17,0,b'\x00'
148500,0.0,0.0,-163.30108642578125,157.80767822265625,-64.46073150634766,-0.25581780076026917,0.009702077135443687,-0.019492238759994507,0.0,0.0,0.0,37,55,-18,0,b'\x00'
148720,0.0,0.0,-159.85186767578125,153.90670776367188,-63.16849136352539,-0.02016671933233738,-0.04145167022943497,-0.15557362139225006,0.0,0.0,0.0,38,55,-17,1,b'\x00'
148940,0.0,0.0,-155.93017578125,150.29083251953125,-60.13938522338867,-0.5437076091766357,0.03646300733089447,-0.16923657059669495,0.0,0.0,0.0,38,54,-17,1,b'\x00'
149160,0.0,0.0,-150.3402862548828,145.7168426513672,-55.024681091308594,-0.07444451749324799,-0.12842169404029846,-0.07715748995542526,0.0,0.0,0.0,37,55,-18,0,b'\x00'
149380,0.0,0.0,-154.53689575195312,148.74671936035156,-56.22428894042969,0.0652470737695694,0.011167232878506184,0.02739768475294113,0.0,0.0,0.0,37,55,-17,0,b'\x00'
149600,0.0,0.0,-150.7892608642578,145.43255615234375,-56.15169906616211,-0.2563623785972595,-0.07911185175180435,0.1675270050764084,0.0,0.0,0.0,38,54,-17,1,b'\x00'
149820,0.0,0.0,-146.34832763671875,140.7434539794922,-56.63561248779297,-0.21901315450668335,-0.05649907514452934,0.21097774803638458,0.0,0.0,0.0,38,54,-17,1,b'\x00'
150040,0.0,0.0,-140.7656707763672,135.7960662841797,-57.53008270263672,0.14042919874191284,-0.07297524064779282,0.18705445528030396,0.0,0.0,0.0,37,55,-18,0,b'\x00'
150260,0.0,0.0,-139.4965057373047,133.48699951171875,-62.14185333251953,0.12018059194087982,0.0010577831417322159,0.18995964527130127,0.0,0.0,0.0,38,55,-17,1,b'\x00'
150480,0.0,0.0,-132.39842224121094,126.12272644042969,-63.750362396240234,-0.24257025122642517,0.0019895564764738083,0.1545293927192688,0.0,0.0,0.0,38,55,-17,0,b'\x00'
150700,0.0,0.0,-128.39474487304688,123.60847473144531,-61.78727340698242,-0.08188305050134659,0.1089320033788681,0.04033736512064934,0.0,0.0,0.0,37,54,-17,0,b'\x00'
150920,0.0,0.0,-131.9956817626953,128.9923553466797,-62.2767448425293,0.12094803899526596,0.10407394170761108,-0.01584446243941784,0.0,0.0,0.0,37,54,-17,0,b'\x00'
151140,0.0,0.0,-136.4908905029297,133.9805145263672,-63.313880920410156,0.11702750623226166,0.043037354946136475,-0.03416670113801956,0.0,0.0,0.0,37,54,-17,0,b'\x00'
151360,0.0,0.0,-136.6398162841797,134.5563507080078,-63.810150146484375,-0.07414131611585617,0.09293937683105469,-0.005840871948748827,0.0,0.0,0.0,37,54,-17,0,b'\x00'
151580,0.0,0.0,-134.8611297607422,133.61795043945312,-63.91169357299805,-0.017194218933582306,0.0413442924618721,-0.003989416174590588,0.0,0.0,0.0,37,54,-17,0,b'\x00'
151800,0.0,0.0,-136.67893981933594,134.839111328125,-64.78876495361328,0.07218033075332642,-0.05905093625187874,-0.020022602751851082,0.0,0.0,0.0,37,54,-18,0,b'\x00'
152020,0.0,0.0,-139.1498565673828,136.6366729736328,-65.7387466430664,0.02884654328227043,0.028415201231837273,-0.01882987841963768,0.0,0.0,0.0,37,54,-17,1,b'\x00'
152240,0.0,0.0,-138.9337921142578,137.6289520263672,-65.86322021484375,0.04188499599695206,0.12269192934036255,-0.020203912630677223,0.0,0.0,0.0,37,54,-17,0,b'\x00'
152460,0.0,0.0,-139.32666015625,139.1954345703125,-66.08160400390625,0.015689512714743614,0.1006479561328888,-0.019439728930592537,0.0,0.0,0.0,38,54,-17,1,b'\x00'
152680,0.0,0.0,-139.17713928222656,140.0789794921875,-66.00598907470703,0.014017414301633835,0.05072628706693649,-0.02052983082830906,0.0,0.0,0.0,37,54,-17,1,b'\x00'
152900,0.0,0.0,-140.46401977539062,142.18080139160156,-66.29568481445312,0.032783523201942444,0.12261034548282623,0.007333751302212477,0.0,0.0,0.0,37,54,-17,1,b'\x00'
153120,0.0,0.0,-138.62196350097656,142.44207763671875,-66.25959777832031,-0.06264832615852356,0.16114619374275208,0.037839096039533615,0.0,0.0,0.0,38,55,-17,0,b'\x00'
153340,0.0,0.0,-137.90834045410156,143.4403839111328,-66.30088806152344,0.019688202068209648,0.09800019860267639,0.009191764518618584,0.0,0.0,0.0,37,55,-17,1,b'\x00'
153560,0.0,0.0,-136.79888916015625,143.59429931640625,-65.80338287353516,-0.08386392146348953,0.027204684913158417,-0.018038911744952202,0.0,0.0,0.0,37,55,-17,0,b'\x00'
153780,0.0,0.0,-136.88308715820312,143.7943115234375,-65.2763900756836,0.008525922894477844,-0.0027466192841529846,-0.02578507922589779,0.0,0.0,0.0,37,55,-18,0,b'\x00'
154000,0.0,0.0,-137.40869140625,144.08615112304688,-65.09217071533203,-0.005184270441532135,-0.04716845601797104,-0.018721425905823708,0.0,0.0,0.0,38,54,-18,0,b'\x00'
154220,0.0,0.0,-136.17312622070312,141.79510498046875,-64.5575180053711,-0.10275247693061829,-0.13026805222034454,0.005612239241600037,0.0,0.0,0.0,38,54,-17,1,b'\x00'
154440,0.0,0.0,-133.41220092773438,138.00357055664062,-64.224365234375,-0.016678586602211,-0.057928889989852905,0.05096939951181412,0.0,0.0,0.0,36,53,-17,1,b'\x00'
154660,0.0,0.0,-132.64923095703125,136.67733764648438,-65.18718719482422,-0.0016281455755233765,-0.03970864415168762,0.08450312167406082,0.0,0.0,0.0,37,54,-17,0,b'\x00'
154880,0.0,0.0,-129.93345642089844,133.63287353515625,-65.77899169921875,0.002382848411798477,-0.06686121225357056,0.07740353792905807,0.0,0.0,0.0,36,44,-17,1,b'\x00'
155100,0.0,0.0,-128.3310546875,131.36981201171875,-66.36627960205078,0.0005844347178936005,-0.032804444432258606,0.04771014302968979,0.0,0.0,0.0,44,-29,-17,0,b'\x00'
155320,0.0,0.0,-128.2220458984375,130.73870849609375,-67.09695434570312,0.08126888424158096,-0.051394984126091,0.003613425884395838,0.0,0.0,0.0,38,54,-17,0,b'\x00'
155540,0.0,0.0,-127.5813217163086,129.3575897216797,-67.09435272216797,-0.05169987678527832,-0.06996633112430573,-0.010696835815906525,0.0,0.0,0.0,37,53,-17,0,b'\x00'
155760,0.0,0.0,-127.84245300292969,128.425537109375,-66.78028869628906,0.04016983136534691,-0.07654161006212234,-0.05777984857559204,0.0,0.0,0.0,36,54,-17,0,b'\x00'
155980,0.0,0.0,-129.74232482910156,129.83993530273438,-66.76632690429688,0.02100439742207527,0.05047999322414398,-0.05370483919978142,0.0,0.0,0.0,37,62,-17,1,b'\x00'
156200,0.0,0.0,-131.3490753173828,132.17391967773438,-66.7438735961914,-0.007231835275888443,0.05809146538376808,-0.037818871438503265,0.0,0.0,0.0,36,90,-17,1,b'\x00'
156420,0.0,0.0,-131.41152954101562,132.3113250732422,-66.19576263427734,-0.02628890424966812,-0.0462011881172657,-0.021911174058914185,0.0,0.0,0.0,35,54,-18,0,b'\x00'
156640,0.0,0.0,-131.947021484375,132.4791717529297,-66.24162292480469,0.04150291159749031,0.006336602382361889,-0.0006724207196384668,0.0,0.0,0.0,37,46,-17,1,b'\x00'
156860,0.0,0.0,-131.6798858642578,132.64645385742188,-66.5788803100586,-0.045610904693603516,0.05426616966724396,0.03841595724225044,0.0,0.0,0.0,36,53,-17,1,b'\x00'
157080,0.0,0.0,-130.3282928466797,132.01321411132812,-66.9805908203125,0.04143013805150986,0.06191844865679741,0.05416708439588547,0.0,0.0,0.0,35,54,-19,0,b'\x00'
157300,0.0,0.0,-129.1175994873047,131.81910705566406,-67.80132293701172,0.027629267424345016,0.09365248680114746,0.06681275367736816,0.0,0.0,0.0,35,54,-19,1,b'\x00'
157520,0.0,0.0,-128.85928344726562,132.74522399902344,-68.61851501464844,0.010920675471425056,0.10794319212436676,0.05238039046525955,0.0,0.0,0.0,35,-17,-19,0,b'\x00'
157740,0.0,0.0,-126.06455993652344,131.67031860351562,-68.51907348632812,-0.047855980694293976,0.08564155548810959,0.05954368785023689,0.0,0.0,0.0,38,-56,-18,0,b'\x00'
157960,0.0,0.0,-124.90093994140625,131.8959197998047,-69.04166412353516,0.03443983569741249,0.10313393175601959,0.05951840430498123,0.0,0.0,0.0,44,-60,-18,1,b'\x00'
158180,0.0,0.0,-126.98015594482422,134.91563415527344,-70.15618133544922,0.15773139894008636,0.033702168613672256,0.016286592930555344,0.0,0.0,0.0,37,44,-18,1,b'\x00'
158400,0.0,0.0,-136.32098388671875,142.5340576171875,-71.35025024414062,0.2713124454021454,-0.21663625538349152,-0.056427691131830215,0.0,0.0,0.0,37,53,-18,1,b'\x00'
158620,0.0,0.0,-142.99156188964844,145.68601989746094,-71.53523254394531,-0.011832363903522491,-0.25359010696411133,0.004839195404201746,0.0,0.0,0.0,37,53,-18,0,b'\x00'
158840,0.0,0.0,-138.43109130859375,138.8926544189453,-71.58434295654297,0.11422909796237946,-0.13454383611679077,-0.027572790160775185,0.0,0.0,0.0,36,54,-19,0,b'\x00'
159060,0.0,0.0,-150.7257080078125,149.29693603515625,-73.23289489746094,0.0387873612344265,-0.039127424359321594,-0.057762980461120605,0.0,0.0,0.0,36,54,-19,0,b'\x00'
159280,0.0,0.0,-149.53538513183594,149.08627319335938,-70.75896453857422,-0.12431694567203522,0.1115337684750557,-0.06080416962504387,0.0,0.0,0.0,36,54,-18,0,b'\x00'
159500,0.0,0.0,-157.74972534179688,157.02964782714844,-70.27674865722656,0.6386076807975769,0.041869789361953735,-0.22746439278125763,0.0,0.0,0.0,37,53,-17,0,b'\x00'
159720,0.0,0.0,-169.97471618652344,170.0418243408203,-68.34819793701172,0.01697733998298645,0.1659771054983139,-0.24259954690933228,0.0,0.0,0.0,37,53,-17,1,b'\x00'
159940,0.0,0.0,-170.30699157714844,172.6021728515625,-64.42692565917969,-0.032817430794239044,0.15149284899234772,-0.2683407664299011,0.0,0.0,0.0,37,53,-17,1,b'\x00'
160160,0.0,0.0,-169.83114624023438,172.44015502929688,-60.67631530761719,-0.05074244365096092,-0.17095035314559937,-0.22096191346645355,0.0,0.0,0.0,36,54,-18,0,b'\x00'
160380,0.0,0.0,-167.19044494628906,168.72682189941406,-57.69717025756836,-0.172419935464859,-0.08989482372999191,-0.1749732941389084,0.0,0.0,0.0,37,54,-13,0,b'\x00'
160600,0.0,0.0,-165.42245483398438,166.93667602539062,-53.956424713134766,0.011531420052051544,-0.06680616736412048,-0.25972574949264526,0.0,0.0,0.0,37,54,-18,0,b'\x00'
160820,0.0,0.0,-171.8797149658203,171.17637634277344,-49.02570343017578,0.30262160301208496,-0.1182788833975792,-0.324271559715271,0.0,0.0,0.0,37,54,-18,0,b'\x00'
161040,0.0,0.0,174.54293823242188,-178.42344665527344,-41.444610595703125,0.9428622722625732,0.3031608462333679,-0.23816555738449097,0.0,0.0,0.0,37,54,-18,0,b'\x00'
161260,0.0,0.0,-173.2197265625,175.40554809570312,-45.01638412475586,-2.1544253826141357,0.1165791004896164,0.6625388264656067,0.0,0.0,0.0,36,54,-19,0,b'\x00'
161480,0.0,0.0,-155.4033660888672,156.6141815185547,-54.507266998291016,0.32767918705940247,-0.41619741916656494,0.5005835890769958,0.0,0.0,0.0,37,54,-18,0,b'\x00'
161700,0.0,0.0,-153.99070739746094,150.97438049316406,-63.75539016723633,0.27786490321159363,-0.09163768589496613,0.3344554007053375,0.0,0.0,0.0,37,54,-18,0,b'\x00'
161920,0.0,0.0,-146.2299041748047,142.6580047607422,-68.40890502929688,-0.06539826840162277,-0.03777836263179779,0.20532844960689545,0.0,0.0,0.0,37,54,-18,0,b'\x00'
162140,0.0,0.0,-143.42697143554688,139.67808532714844,-70.11408233642578,-0.09610641747713089,0.05089525878429413,0.07248146831989288,0.0,0.0,0.0,37,54,-19,0,b'\x00'
162360,0.0,0.0,-140.4298095703125,137.8153839111328,-69.82614135742188,0.019704097881913185,0.08161961287260056,-0.019144000485539436,0.0,0.0,0.0,37,54,-19,0,b'\x00'
162580,0.0,0.0,-141.86056518554688,141.354248046875,-68.60031127929688,-0.01582852192223072,0.13785503804683685,-0.1053391620516777,0.0,0.0,0.0,37,53,-18,0,b'\x00'
162800,0.0,0.0,-142.75079345703125,144.37164306640625,-65.48713684082031,-0.15864023566246033,0.12242434173822403,-0.10123708099126816,0.0,0.0,0.0,37,54,-18,0,b'\x00'
163020,0.0,0.0,-140.58233642578125,142.4295196533203,-64.86155700683594,-0.011129627004265785,0.004993767477571964,-0.02183273807168007,0.0,0.0,0.0,36,54,-19,0,b'\x00'
163240,0.0,0.0,-143.46786499023438,144.796630859375,-66.22648620605469,0.10182158648967743,0.0204530768096447,0.04765411466360092,0.0,0.0,0.0,37,53,-18,0,b'\x00'
163460,0.0,0.0,-141.0774688720703,142.92562866210938,-66.7787857055664,-0.17582660913467407,0.017847534269094467,0.15007250010967255,0.0,0.0,0.0,37,54,-18,0,b'\x00'
163680,0.0,0.0,-138.11383056640625,140.89910888671875,-67.1171646118164,-0.08014896512031555,-0.0038471785373985767,0.19014786183834076,0.0,0.0,0.0,37,54,-18,0,b'\x00'
163900,0.0,0.0,-130.29681396484375,134.1997528076172,-67.1054916381836,-0.2846778929233551,0.038251832127571106,0.19437363743782043,0.0,0.0,0.0,37,54,-18,0,b'\x00'
164120,0.0,0.0,-127.90882110595703,132.08155822753906,-68.07550048828125,0.1221134215593338,-0.02173394337296486,0.08304978162050247,0.0,0.0,0.0,36,54,-18,0,b'\x00'
164340,0.0,0.0,-123.08747100830078,126.8515853881836,-66.96575164794922,-0.17659083008766174,-0.17593295872211456,0.07611532509326935,0.0,0.0,0.0,36,54,-19,0,b'\x00'
